ID do estudante,Nota Corte Grupo Preferência,Código do curso,Média nota Enem,Situação Inscrição Fies,defacto_cutoff
201869943,606.42,1380932,526.4,LISTA DE ESPERA,579.88
201869943,606.42,1491516,526.4,LISTA DE ESPERA,579.88
201869943,606.42,1381821,526.4,LISTA DE ESPERA,579.88
201869944,740.22,5000812,729.12,PARTICIPACAO CANCELADA PELO CANDIDATO,726.72
201869944,740.22,72767,729.12,PARTICIPACAO CANCELADA PELO CANDIDATO,726.72
201869945,686.48,1357703,552.96,LISTA DE ESPERA,646.74
201869946,558.52,1321778,508.18,CONTRATADA,458.02
201869946,558.52,1321778,508.18,OPÇÃO NÃO CONTRATADA,458.02
201869948,589.86,1404823,531.5,CONTRATADA,450.24
201869948,589.86,1404823,531.5,OPÇÃO NÃO CONTRATADA,450.24
201869948,589.86,1323784,531.5,OPÇÃO NÃO CONTRATADA,450.24
201869951,612.78,6492,462.94,LISTA DE ESPERA,550.16
201869951,612.78,4302,462.94,LISTA DE ESPERA,550.16
201869952,571.02,5001395,577.92,CONTRATADA,542.78
201869954,557.0,1367013,535.1,NÃO CONTRATADO,453.02
201869954,557.0,1367013,535.1,NÃO CONTRATADO,453.02
201869955,606.74,95983,554.76,NÃO CONTRATADO,458.28
201869956,570.1,59598,532.62,PARTICIPACAO CANCELADA PELO CANDIDATO,451.28
201869956,570.1,59602,532.62,PARTICIPACAO CANCELADA PELO CANDIDATO,451.28
201869956,570.1,59602,532.62,PARTICIPACAO CANCELADA PELO CANDIDATO,451.28
201869957,540.02,20441,467.68,LISTA DE ESPERA,494.06
201869958,557.16,1285021,555.94,CONTRATADA,529.62
201869958,557.16,1171098,555.94,OPÇÃO NÃO CONTRATADA,529.62
201869959,577.02,1304627,590.0,CONTRATADA,536.84
201869959,577.02,74317,590.0,OPÇÃO NÃO CONTRATADA,536.84
201869959,577.02,1259075,590.0,OPÇÃO NÃO CONTRATADA,536.84
201869961,619.2,18061,470.54,NÃO CONTRATADO,451.72
201869963,574.76,311717,530.76,NÃO CONTRATADO,450.96
201869966,454.46,50832,574.24,CONTRATADA,454.46
201869966,454.46,50832,574.24,OPÇÃO NÃO CONTRATADA,454.46
201869966,454.46,1258985,574.24,OPÇÃO NÃO CONTRATADA,454.46
201869967,731.72,1390317,584.96,PARTICIPACAO CANCELADA PELO CANDIDATO,696.82
201869968,560.16,1364367,558.94,NÃO CONTRATADO,533.82
201869968,560.16,1438261,558.94,NÃO CONTRATADO,533.82
201869969,775.28,108884,534.94,LISTA DE ESPERA,767.48
201869971,763.22,100688,757.12,NÃO CONTRATADO,752.4
201869971,763.22,64918,757.12,NÃO CONTRATADO,752.4
201869972,573.48,109248,557.9,NÃO CONTRATADO,477.64
201869973,608.12,61826,532.88,LISTA DE ESPERA,527.66
201869975,619.92,9732,680.2,PARTICIPACAO CANCELADA PELO CANDIDATO,454.48
201869975,619.92,40345,680.2,PARTICIPACAO CANCELADA PELO CANDIDATO,454.48
201869975,619.92,73054,680.2,PARTICIPACAO CANCELADA PELO CANDIDATO,454.48
201869977,592.94,104392,516.32,NÃO CONTRATADO,450.26
201869977,592.94,104392,516.32,NÃO CONTRATADO,450.26
201869978,467.02,47159,475.8,NÃO CONTRATADO,454.38
201869979,456.84,106818,456.84,PARTICIPACAO CANCELADA PELO CANDIDATO,450.78
201869980,539.28,1045684,496.2,CONTRATADA,452.32
201869981,580.64,1188882,559.78,NÃO CONTRATADO,451.76
201869981,580.64,1321797,559.78,NÃO CONTRATADO,451.76
201869982,508.32,1439402,606.42,CONTRATADA,456.9
201869982,508.32,1439402,606.42,OPÇÃO NÃO CONTRATADA,456.9
201869983,466.42,1286733,556.94,NÃO CONTRATADO,450.62
201869984,731.72,1399479,705.7,LISTA DE ESPERA,696.82
201869984,731.72,1390317,705.7,LISTA DE ESPERA,696.82
201869984,731.72,1397772,705.7,LISTA DE ESPERA,696.82
201869985,589.6,1160999,536.4,NÃO CONTRATADO,450.66
201869985,589.6,1160999,536.4,NÃO CONTRATADO,450.66
201869985,589.6,1108761,536.4,NÃO CONTRATADO,450.66
201869986,504.34,1351595,553.58,PARTICIPACAO CANCELADA PELO CANDIDATO,457.78
201869986,504.34,1353071,553.58,PARTICIPACAO CANCELADA PELO CANDIDATO,457.78
201869987,569.92,101466,576.26,LISTA DE ESPERA,455.26
201869987,569.92,1258415,576.26,LISTA DE ESPERA,455.26
201869987,569.92,1258114,576.26,LISTA DE ESPERA,455.26
201869988,753.94,9772,695.34,LISTA DE ESPERA,729.74
201869988,753.94,75821,695.34,LISTA DE ESPERA,729.74
201869988,753.94,18594,695.34,LISTA DE ESPERA,729.74
201869989,452.16,1279322,516.14,NÃO CONTRATADO,452.16
201869989,452.16,1279322,516.14,NÃO CONTRATADO,452.16
201869991,550.64,1404469,566.48,CONTRATADA,514.64
201869991,550.64,1383040,566.48,OPÇÃO NÃO CONTRATADA,514.64
201869991,550.64,120418,566.48,OPÇÃO NÃO CONTRATADA,514.64
201869992,514.88,1199580,458.5,LISTA DE ESPERA,513.02
201869993,753.94,18594,524.04,LISTA DE ESPERA,729.74
201869993,753.94,18605,524.04,LISTA DE ESPERA,729.74
201869993,753.94,9772,524.04,LISTA DE ESPERA,729.74
201869994,731.52,100956,612.18,LISTA DE ESPERA,701.46
201869994,731.52,82224,612.18,LISTA DE ESPERA,701.46
201869995,763.22,64918,601.08,LISTA DE ESPERA,752.4
201869995,763.22,100688,601.08,LISTA DE ESPERA,752.4
201869998,574.7,5000990,458.4,CONTRATADA,454.18
201869999,655.82,11726,620.92,CONTRATADA,484.1
201869999,655.82,51662,620.92,OPÇÃO NÃO CONTRATADA,484.1
201869999,655.82,11726,620.92,OPÇÃO NÃO CONTRATADA,484.1
201870000,505.92,117532,519.46,CONTRATADA,451.32
201870001,534.1,6665,477.74,NÃO CONTRATADO,452.78
201870001,534.1,6665,477.74,NÃO CONTRATADO,452.78
201870001,534.1,41240,477.74,NÃO CONTRATADO,452.78
201870002,739.08,1185025,477.98,LISTA DE ESPERA,724.06
201870003,636.92,19938,527.7,LISTA DE ESPERA,594.02
201870004,450.44,1128947,466.7,PARTICIPACAO CANCELADA PELO CANDIDATO,453.56
201870004,450.44,1107685,466.7,PARTICIPACAO CANCELADA PELO CANDIDATO,453.56
201870004,450.44,117284,466.7,PARTICIPACAO CANCELADA PELO CANDIDATO,453.56
201870006,507.14,1136664,627.98,NÃO CONTRATADO,450.62
201870007,763.22,64918,462.54,LISTA DE ESPERA,752.4
201870007,763.22,100688,462.54,LISTA DE ESPERA,752.4
201870008,729.0,1173014,659.14,LISTA DE ESPERA,712.14
201870010,552.8,9723,513.96,NÃO CONTRATADO,450.0
201870010,552.8,1044865,513.96,NÃO CONTRATADO,450.0
201870010,552.8,54385,513.96,NÃO CONTRATADO,450.0
201870011,722.6,57402,721.22,CONTRATADA,715.08
201870012,753.94,18594,709.88,LISTA DE ESPERA,729.74
201870012,753.94,75821,709.88,LISTA DE ESPERA,729.74
201870012,753.94,5001183,709.88,LISTA DE ESPERA,729.74
201870013,541.34,57908,493.08,PARTICIPACAO CANCELADA PELO CANDIDATO,450.12
201870013,541.34,68356,493.08,PARTICIPACAO CANCELADA PELO CANDIDATO,450.12
201870013,541.34,1119026,493.08,PARTICIPACAO CANCELADA PELO CANDIDATO,450.12
201870014,510.44,1130119,525.8,NÃO CONTRATADO,456.86
201870015,572.58,1387949,468.64,CONTRATADA,451.56
201870016,740.06,5001033,737.02,CONTRATADA,736.06
201870017,562.02,1384110,520.02,CONTRATADA,505.32
201870018,605.68,4163,529.34,NÃO CONTRATADO,453.88
201870019,518.3,1268238,534.4,NÃO CONTRATADO,457.44
201870019,518.3,1321265,534.4,NÃO CONTRATADO,457.44
201870019,518.3,1441059,534.4,NÃO CONTRATADO,457.44
201870020,565.98,1164463,520.72,LISTA DE ESPERA,463.18
201870021,731.52,82224,749.36,CONTRATADA,701.46
201870022,752.34,5001314,622.12,LISTA DE ESPERA,736.58
201870022,752.34,1408509,622.12,LISTA DE ESPERA,736.58
201870023,589.24,5000736,450.76,LISTA DE ESPERA,565.3
201870023,589.24,89341,450.76,LISTA DE ESPERA,565.3
201870025,606.74,98182,468.4,CONTRATADA,458.28
201870025,606.74,98182,468.4,OPÇÃO NÃO CONTRATADA,458.28
201870027,527.58,50945,452.7,LISTA DE ESPERA,455.38
201870028,611.9,106016,528.68,NÃO CONTRATADO,450.76
201870028,611.9,106016,528.68,NÃO CONTRATADO,450.76
201870028,611.9,1383167,528.68,NÃO CONTRATADO,450.76
201870029,547.5,1178769,531.72,NÃO CONTRATADO,450.64
201870029,547.5,71320,531.72,NÃO CONTRATADO,450.64
201870029,547.5,15228,531.72,NÃO CONTRATADO,450.64
201870030,547.16,19641,466.08,NÃO CONTRATADO,460.9
201870030,547.16,103114,466.08,NÃO CONTRATADO,460.9
201870030,547.16,111980,466.08,NÃO CONTRATADO,460.9
201870031,556.36,99228,496.76,NÃO CONTRATADO,480.02
201870031,556.36,1280489,496.76,NÃO CONTRATADO,480.02
201870033,514.88,1199580,501.18,LISTA DE ESPERA,513.02
201870034,531.46,1119524,505.1,NÃO CONTRATADO,451.14
201870034,531.46,48897,505.1,NÃO CONTRATADO,451.14
201870034,531.46,91760,505.1,NÃO CONTRATADO,451.14
201870035,490.48,102686,494.12,CONTRATADA,450.48
201870036,756.48,108014,696.4,LISTA DE ESPERA,741.5
201870037,525.0,1427559,516.18,NÃO CONTRATADO,450.06
201870037,525.0,1420116,516.18,NÃO CONTRATADO,450.06
201870038,539.28,1045684,636.0,CONTRATADA,452.32
201870040,731.52,100956,615.64,PARTICIPACAO CANCELADA PELO CANDIDATO,701.46
201870040,731.52,82224,615.64,PARTICIPACAO CANCELADA PELO CANDIDATO,701.46
201870041,614.98,1383056,655.62,LISTA DE ESPERA,527.9
201870042,549.66,85395,601.22,NÃO CONTRATADO,475.64
201870043,580.04,19899,537.16,NÃO CONTRATADO,522.8
201870043,580.04,19899,537.16,NÃO CONTRATADO,522.8
201870044,731.72,1390317,571.86,LISTA DE ESPERA,696.82
201870044,731.72,1399479,571.86,LISTA DE ESPERA,696.82
201870046,608.12,1074145,518.64,LISTA DE ESPERA,527.66
201870046,608.12,21662,518.64,LISTA DE ESPERA,527.66
201870050,762.16,87537,759.9,LISTA DE ESPERA,747.2
201870050,762.16,1108786,759.9,LISTA DE ESPERA,747.2
201870051,618.72,4679,533.18,LISTA DE ESPERA,557.64
201870052,757.88,5001294,720.44,LISTA DE ESPERA,752.42
201870053,740.22,5000812,746.18,NÃO CONTRATADO,726.72
201870053,740.22,72767,746.18,NÃO CONTRATADO,726.72
201870054,538.16,117554,572.84,NÃO CONTRATADO,465.1
201870055,568.14,7940,483.82,CONTRATADA,450.14
201870055,568.14,20018,483.82,OPÇÃO NÃO CONTRATADA,450.14
201870055,568.14,120916,483.82,OPÇÃO NÃO CONTRATADA,450.14
201870056,634.9,8306,462.16,LISTA DE ESPERA,604.32
201870056,634.9,8306,462.16,LISTA DE ESPERA,604.32
201870056,634.9,1279434,462.16,LISTA DE ESPERA,604.32
201870057,563.26,82778,523.08,CONTRATADA,450.66
201870059,593.3,18325,514.7,LISTA DE ESPERA,552.66
201870059,593.3,1105029,514.7,LISTA DE ESPERA,552.66
201870059,593.3,99786,514.7,LISTA DE ESPERA,552.66
201870060,731.88,49060,720.68,CONTRATADA,718.98
201870061,491.02,6060,527.82,NÃO CONTRATADO,491.02
201870061,491.02,6060,527.82,NÃO CONTRATADO,491.02
201870062,556.36,1280489,588.68,NÃO CONTRATADO,480.02
201870062,556.36,1442187,588.68,NÃO CONTRATADO,480.02
201870062,556.36,1280489,588.68,NÃO CONTRATADO,480.02
201870063,740.06,5001033,694.38,LISTA DE ESPERA,736.06
201870065,594.36,69506,537.54,NÃO CONTRATADO,452.46
201870065,594.36,66287,537.54,NÃO CONTRATADO,452.46
201870065,594.36,34904,537.54,NÃO CONTRATADO,452.46
201870066,565.92,37987,533.38,NÃO CONTRATADO,532.92
201870066,565.92,66270,533.38,NÃO CONTRATADO,532.92
201870066,565.92,18456,533.38,NÃO CONTRATADO,532.92
201870067,619.2,1057767,511.88,NÃO CONTRATADO,451.72
201870067,619.2,18061,511.88,NÃO CONTRATADO,451.72
201870067,619.2,18061,511.88,NÃO CONTRATADO,451.72
201870068,626.06,6811,577.54,NÃO CONTRATADO,450.12
201870068,626.06,6811,577.54,NÃO CONTRATADO,450.12
201870068,626.06,18513,577.54,NÃO CONTRATADO,450.12
201870069,567.74,5000970,507.82,CONTRATADA,479.16
201870070,537.6,92377,540.96,CONTRATADA,467.24
201870070,537.6,1186410,540.96,OPÇÃO NÃO CONTRATADA,467.24
201870070,537.6,1349235,540.96,OPÇÃO NÃO CONTRATADA,467.24
201870071,591.46,1354262,495.42,PARTICIPACAO CANCELADA PELO CANDIDATO,450.76
201870072,581.68,1259764,496.66,LISTA DE ESPERA,558.36
201870072,581.68,47714,496.66,LISTA DE ESPERA,558.36
201870072,581.68,1259764,496.66,LISTA DE ESPERA,558.36
201870073,728.74,98409,655.64,LISTA DE ESPERA,725.54
201870074,513.36,94215,543.28,CONTRATADA,450.08
201870074,513.36,94213,543.28,OPÇÃO NÃO CONTRATADA,450.08
201870074,513.36,66905,543.28,OPÇÃO NÃO CONTRATADA,450.08
201870075,615.2,43653,495.72,LISTA DE ESPERA,508.42
201870075,615.2,1441097,495.72,LISTA DE ESPERA,508.42
201870075,615.2,1057369,495.72,LISTA DE ESPERA,508.42
201870076,731.72,1390317,628.32,LISTA DE ESPERA,696.82
201870076,731.72,1399479,628.32,LISTA DE ESPERA,696.82
201870078,612.78,4302,572.0,CONTRATADA,550.16
201870078,612.78,4302,572.0,OPÇÃO NÃO CONTRATADA,550.16
201870079,559.68,1306235,536.5,CONTRATADA,500.44
201870081,736.02,7414,715.74,LISTA DE ESPERA,724.9
201870082,566.4,15554,475.54,NÃO CONTRATADO,453.58
201870082,566.4,15554,475.54,NÃO CONTRATADO,453.58
201870083,578.34,106506,466.5,LISTA DE ESPERA,539.3
201870083,578.34,104844,466.5,LISTA DE ESPERA,539.3
201870083,578.34,5000442,466.5,LISTA DE ESPERA,539.3
201870084,568.62,1353412,488.82,LISTA DE ESPERA,553.96
201870084,568.62,1353412,488.82,LISTA DE ESPERA,553.96
201870085,619.92,41155,509.48,PARTICIPACAO CANCELADA PELO CANDIDATO,454.48
201870085,619.92,1385079,509.48,PARTICIPACAO CANCELADA PELO CANDIDATO,454.48
201870085,619.92,41122,509.48,PARTICIPACAO CANCELADA PELO CANDIDATO,454.48
201870086,587.42,7273,485.8,LISTA DE ESPERA,560.18
201870086,587.42,1156002,485.8,LISTA DE ESPERA,560.18
201870086,587.42,1167967,485.8,LISTA DE ESPERA,560.18
201870088,551.44,72283,580.26,CONTRATADA,450.5
201870090,737.26,1399478,670.7,LISTA DE ESPERA,715.68
201870091,631.6,95500,588.38,NÃO CONTRATADO,512.22
201870091,631.6,11221,588.38,NÃO CONTRATADO,512.22
201870091,631.6,11221,588.38,NÃO CONTRATADO,512.22
201870092,731.72,1397771,596.08,LISTA DE ESPERA,696.82
201870092,731.72,1397772,596.08,LISTA DE ESPERA,696.82
201870092,731.72,1390317,596.08,LISTA DE ESPERA,696.82
201870093,547.92,32532,595.74,CONTRATADA,459.76
201870094,580.76,1330937,535.6,LISTA DE ESPERA,561.62
201870095,460.0,1300032,522.22,NÃO CONTRATADO,460.0
201870096,762.98,2304,644.5,LISTA DE ESPERA,749.82
201870099,517.14,1258975,564.76,NÃO CONTRATADO,470.92
201870099,517.14,1258975,564.76,NÃO CONTRATADO,470.92
201870100,519.14,1156246,582.38,NÃO CONTRATADO,473.3
201870101,735.54,1188900,732.44,CONTRATADA,730.3
201870102,452.18,1395740,500.52,NÃO CONTRATADO,452.18
201870102,452.18,1405245,500.52,NÃO CONTRATADO,452.18
201870102,452.18,1405248,500.52,NÃO CONTRATADO,452.18
201870103,568.44,104478,552.92,CONTRATADA,545.96
201870105,574.2,91354,553.66,NÃO CONTRATADO,451.0
201870105,574.2,1350004,553.66,NÃO CONTRATADO,451.0
201870105,574.2,1047524,553.66,NÃO CONTRATADO,451.0
201870106,548.26,1330601,562.66,CONTRATADA,520.86
201870106,548.26,1138793,562.66,OPÇÃO NÃO CONTRATADA,520.86
201870106,548.26,1279638,562.66,OPÇÃO NÃO CONTRATADA,520.86
201870107,481.54,11242,578.68,LISTA DE ESPERA,458.26
201870107,481.54,11242,578.68,LISTA DE ESPERA,458.26
201870108,726.62,1184432,708.38,LISTA DE ESPERA,724.14
201870109,617.24,20089,554.46,LISTA DE ESPERA,586.92
201870109,617.24,1160943,554.46,LISTA DE ESPERA,586.92
201870110,552.8,102403,540.32,NÃO CONTRATADO,450.0
201870110,552.8,102403,540.32,NÃO CONTRATADO,450.0
201870110,552.8,49994,540.32,NÃO CONTRATADO,450.0
201870111,590.14,2312,495.96,NÃO CONTRATADO,450.24
201870111,590.14,7053,495.96,NÃO CONTRATADO,450.24
201870111,590.14,6689,495.96,NÃO CONTRATADO,450.24
201870112,573.82,18188,498.46,LISTA DE ESPERA,533.2
201870112,573.82,18188,498.46,LISTA DE ESPERA,533.2
201870113,721.48,1193275,709.18,LISTA DE ESPERA,714.02
201870115,601.04,1261559,511.84,PARTICIPACAO CANCELADA PELO CANDIDATO,601.04
201870115,601.04,57236,511.84,PARTICIPACAO CANCELADA PELO CANDIDATO,601.04
201870116,586.76,22109,620.24,CONTRATADA,528.94
201870117,598.36,1330431,575.16,LISTA DE ESPERA,576.3
201870117,598.36,1330431,575.16,LISTA DE ESPERA,576.3
201870118,737.26,1408262,680.08,LISTA DE ESPERA,715.68
201870118,737.26,1399478,680.08,LISTA DE ESPERA,715.68
201870119,575.86,91181,536.74,NÃO CONTRATADO,461.58
201870119,575.86,1053121,536.74,NÃO CONTRATADO,461.58
201870119,575.86,1172346,536.74,NÃO CONTRATADO,461.58
201870120,593.7,97445,517.18,LISTA DE ESPERA,569.38
201870120,593.7,1332460,517.18,LISTA DE ESPERA,569.38
201870120,593.7,1404480,517.18,LISTA DE ESPERA,569.38
201870121,502.86,8333,548.76,CONTRATADA,458.66
201870121,502.86,46391,548.76,OPÇÃO NÃO CONTRATADA,458.66
201870121,502.86,8333,548.76,OPÇÃO NÃO CONTRATADA,458.66
201870122,764.24,1190667,592.62,LISTA DE ESPERA,758.92
201870123,547.58,1313827,577.48,NÃO CONTRATADO,509.44
201870123,547.58,1332241,577.48,NÃO CONTRATADO,509.44
201870123,547.58,1332241,577.48,NÃO CONTRATADO,509.44
201870124,609.24,352123,551.54,LISTA DE ESPERA,584.26
201870126,642.46,2500024,594.76,LISTA DE ESPERA,628.1
201870127,624.62,56188,485.88,NÃO CONTRATADO,450.14
201870127,624.62,56188,485.88,NÃO CONTRATADO,450.14
201870128,552.62,110362,484.02,NÃO CONTRATADO,451.42
201870129,731.72,1399479,496.7,LISTA DE ESPERA,696.82
201870129,731.72,1397772,496.7,LISTA DE ESPERA,696.82
201870129,731.72,1397771,496.7,LISTA DE ESPERA,696.82
201870130,611.94,95996,638.4,CONTRATADA,554.48
201870131,527.72,98595,545.22,NÃO CONTRATADO,476.22
201870131,527.72,43664,545.22,NÃO CONTRATADO,476.22
201870131,527.72,5000448,545.22,NÃO CONTRATADO,476.22
201870132,623.94,1350077,601.34,CONTRATADA,574.68
201870133,548.12,20110,501.14,NÃO CONTRATADO,450.16
201870133,548.12,20110,501.14,NÃO CONTRATADO,450.16
201870133,548.12,20110,501.14,NÃO CONTRATADO,450.16
201870134,759.34,65924,736.4,LISTA DE ESPERA,748.34
201870134,759.34,74594,736.4,LISTA DE ESPERA,748.34
201870134,759.34,1163738,736.4,LISTA DE ESPERA,748.34
201870135,538.26,1454489,459.52,LISTA DE ESPERA,528.58
201870135,538.26,1454815,459.52,LISTA DE ESPERA,528.58
201870136,579.36,81038,566.48,CONTRATADA,451.36
201870137,731.52,82224,648.68,LISTA DE ESPERA,701.46
201870137,731.52,100956,648.68,LISTA DE ESPERA,701.46
201870138,753.94,18605,703.32,LISTA DE ESPERA,729.74
201870138,753.94,75821,703.32,LISTA DE ESPERA,729.74
201870138,753.94,9772,703.32,LISTA DE ESPERA,729.74
201870139,731.72,1397772,622.26,LISTA DE ESPERA,696.82
201870140,737.26,1399478,743.9,CONTRATADA,715.68
201870141,601.44,97685,594.28,PARTICIPACAO CANCELADA PELO CANDIDATO,566.98
201870142,631.24,1304000,582.68,LISTA DE ESPERA,604.32
201870142,631.24,1069733,582.68,LISTA DE ESPERA,604.32
201870142,631.24,1385555,582.68,LISTA DE ESPERA,604.32
201870143,572.9,1405224,544.82,NÃO CONTRATADO,453.5
201870143,572.9,1351442,544.82,NÃO CONTRATADO,453.5
201870143,572.9,68380,544.82,NÃO CONTRATADO,453.5
201870144,731.52,82224,641.04,LISTA DE ESPERA,701.46
201870144,731.52,100956,641.04,LISTA DE ESPERA,701.46
201870145,513.56,24393,547.72,NÃO CONTRATADO,457.92
201870150,611.22,1383057,502.7,LISTA DE ESPERA,570.3
201870150,611.22,5275,502.7,LISTA DE ESPERA,570.3
201870150,611.22,5275,502.7,LISTA DE ESPERA,570.3
201870151,555.56,1135069,472.02,NÃO CONTRATADO,457.34
201870152,605.88,1313832,654.9,NÃO CONTRATADO,570.54
201870152,605.88,1313832,654.9,NÃO CONTRATADO,570.54
201870154,453.8,1300331,552.16,CONTRATADA,453.8
201870154,453.8,1300331,552.16,OPÇÃO NÃO CONTRATADA,453.8
201870155,591.12,1112994,523.24,LISTA DE ESPERA,554.98
201870155,591.12,19204,523.24,LISTA DE ESPERA,554.98
201870155,591.12,76507,523.24,LISTA DE ESPERA,554.98
201870156,522.22,1440199,496.36,CONTRATADA,456.3
201870157,625.0,1279014,579.28,NÃO CONTRATADO,452.06
201870157,625.0,49349,579.28,NÃO CONTRATADO,452.06
201870158,578.52,22106,589.22,LISTA DE ESPERA,532.28
201870158,578.52,37289,589.22,LISTA DE ESPERA,532.28
201870159,595.0,1281000,612.06,CONTRATADA,450.18
201870159,595.0,1281000,612.06,OPÇÃO NÃO CONTRATADA,450.18
201870160,460.36,1206201,527.16,NÃO CONTRATADO,456.84
201870160,460.36,1206201,527.16,NÃO CONTRATADO,456.84
201870160,460.36,1206201,527.16,NÃO CONTRATADO,456.84
201870162,534.16,1283660,534.16,CONTRATADA,461.34
201870162,534.16,5277,534.16,OPÇÃO NÃO CONTRATADA,461.34
201870162,534.16,1283660,534.16,OPÇÃO NÃO CONTRATADA,461.34
201870165,578.76,84107,504.56,LISTA DE ESPERA,526.64
201870165,578.76,1104696,504.56,LISTA DE ESPERA,526.64
201870165,578.76,1280381,504.56,LISTA DE ESPERA,526.64
201870166,579.74,1167494,528.12,LISTA DE ESPERA,545.92
201870166,579.74,1344282,528.12,LISTA DE ESPERA,545.92
201870166,579.74,1486721,528.12,LISTA DE ESPERA,545.92
201870167,766.42,90483,617.46,LISTA DE ESPERA,707.0
201870168,561.26,65959,511.18,LISTA DE ESPERA,512.1
201870169,751.4,5000979,501.9,LISTA DE ESPERA,739.62
201870170,452.62,5075,456.32,NÃO CONTRATADO,452.62
201870171,774.1,37304,726.66,LISTA DE ESPERA,766.66
201870172,609.9,1322095,556.86,LISTA DE ESPERA,561.62
201870172,609.9,1304789,556.86,LISTA DE ESPERA,561.62
201870172,609.9,1304789,556.86,LISTA DE ESPERA,561.62
201870173,728.2,19294,611.56,LISTA DE ESPERA,719.22
201870173,728.2,1166567,611.56,LISTA DE ESPERA,719.22
201870174,616.78,120641,520.54,NÃO CONTRATADO,487.2
201870174,616.78,80865,520.54,NÃO CONTRATADO,487.2
201870174,616.78,1168078,520.54,NÃO CONTRATADO,487.2
201870175,565.86,83850,574.54,NÃO CONTRATADO,494.6
201870176,581.28,55336,573.86,NÃO CONTRATADO,563.64
201870177,578.0,79764,464.0,NÃO CONTRATADO,453.4
201870177,578.0,57616,464.0,NÃO CONTRATADO,453.4
201870178,558.68,101114,585.64,NÃO CONTRATADO,451.1
201870178,558.68,1441310,585.64,NÃO CONTRATADO,451.1
201870178,558.68,101114,585.64,NÃO CONTRATADO,451.1
201870179,611.8,20428,588.28,CONTRATADA,454.76
201870179,611.8,20428,588.28,OPÇÃO NÃO CONTRATADA,454.76
201870179,611.8,53344,588.28,OPÇÃO NÃO CONTRATADA,454.76
201870180,631.6,1385251,518.86,NÃO CONTRATADO,512.22
201870180,631.6,19812,518.86,NÃO CONTRATADO,512.22
201870180,631.6,11221,518.86,NÃO CONTRATADO,512.22
201870181,451.18,17266,494.46,NÃO CONTRATADO,451.18
201870181,451.18,1351760,494.46,NÃO CONTRATADO,451.18
201870181,451.18,50981,494.46,NÃO CONTRATADO,451.18
201870182,731.72,1397772,562.22,LISTA DE ESPERA,696.82
201870183,627.46,102094,588.88,NÃO CONTRATADO,551.34
201870183,627.46,104446,588.88,NÃO CONTRATADO,551.34
201870183,627.46,1383164,588.88,NÃO CONTRATADO,551.34
201870184,601.44,50809,597.22,PARTICIPACAO CANCELADA PELO CANDIDATO,566.98
201870185,548.12,82227,495.4,NÃO CONTRATADO,450.16
201870185,548.12,82227,495.4,NÃO CONTRATADO,450.16
201870186,610.86,1153188,610.86,CONTRATADA,450.08
201870186,610.86,19662,610.86,OPÇÃO NÃO CONTRATADA,450.08
201870187,591.34,20836,625.5,CONTRATADA,546.48
201870187,591.34,39005,625.5,OPÇÃO NÃO CONTRATADA,546.48
201870188,579.46,1284872,608.14,CONTRATADA,450.1
201870188,579.46,86392,608.14,OPÇÃO NÃO CONTRATADA,450.1
201870188,579.46,1284872,608.14,OPÇÃO NÃO CONTRATADA,450.1
201870190,555.68,99505,510.74,NÃO CONTRATADO,456.56
201870190,555.68,1405255,510.74,NÃO CONTRATADO,456.56
201870190,555.68,1405255,510.74,NÃO CONTRATADO,456.56
201870191,578.54,105310,475.4,LISTA DE ESPERA,550.7
201870191,578.54,63884,475.4,LISTA DE ESPERA,550.7
201870191,578.54,99118,475.4,LISTA DE ESPERA,550.7
201870194,547.44,38146,494.96,NÃO CONTRATADO,462.92
201870194,547.44,38146,494.96,NÃO CONTRATADO,462.92
201870194,547.44,19882,494.96,NÃO CONTRATADO,462.92
201870196,453.28,48950,499.12,NÃO CONTRATADO,453.28
201870197,546.94,1321586,460.06,LISTA DE ESPERA,528.32
201870197,546.94,1322535,460.06,LISTA DE ESPERA,528.32
201870197,546.94,1280605,460.06,LISTA DE ESPERA,528.32
201870198,592.22,1324603,649.98,NÃO CONTRATADO,453.26
201870198,592.22,1404528,649.98,NÃO CONTRATADO,453.26
201870198,592.22,1285037,649.98,NÃO CONTRATADO,453.26
201870199,550.14,108706,548.88,CONTRATADA,521.02
201870199,550.14,108706,548.88,OPÇÃO NÃO CONTRATADA,521.02
201870200,544.5,100185,619.0,NÃO CONTRATADO,461.96
201870200,544.5,100185,619.0,NÃO CONTRATADO,461.96
201870200,544.5,100185,619.0,NÃO CONTRATADO,461.96
201870201,609.16,19749,593.02,PARTICIPACAO CANCELADA PELO CANDIDATO,452.08
201870202,591.02,11220,594.26,PARTICIPACAO CANCELADA PELO CANDIDATO,534.34
201870202,591.02,11220,594.26,PARTICIPACAO CANCELADA PELO CANDIDATO,534.34
201870203,739.08,1185025,678.28,LISTA DE ESPERA,724.06
201870206,466.92,67514,531.44,CONTRATADA,466.92
201870207,581.08,108426,469.16,NÃO CONTRATADO,467.22
201870208,556.96,1205104,589.14,NÃO CONTRATADO,454.56
201870209,465.38,99820,582.86,NÃO CONTRATADO,454.56
201870209,465.38,95175,582.86,NÃO CONTRATADO,454.56
201870209,465.38,120172,582.86,NÃO CONTRATADO,454.56
201870210,551.44,1365191,464.82,LISTA DE ESPERA,509.06
